55.05,54.846,54.463,53.618,53.558,53.603,54.39,55.088,54.879,54.945,,,,,,,,,,,
-12.50576479,-10.51791828,-9.380953043,-8.476633589,-5.49769961,-2.299529082,-1.32379228,0,0.897073018,4.214679703,,,,,,,,,,,
,T1,L,D1L,,D1L,L,T1,J,J,,,,,,,,,,,
54.729,54.795,54.438,53.643,53.553,53.548,54.304,54.901,54.683,54.652,,,,,,,,,,,
-13.17423432,-10.55014166,-9.578829,-8.592833119,-5.54488458,-2.808980776,-1.350259605,0,0.321628668,4.103703327,,,,,,,,,,,
,T1,L,D1L,,D1L,L,T1,J,J,,,,,,,,,,,
54.728,54.837,54.827,53.823,53.784,53.744,54.829,55.001,54.935,55.036,,,,,,,,,,,
-13.47667069,-10.99834979,-9.442118036,-8.281263913,-5.567988236,-2.174033118,-0.803196738,0,3.338297171,4.470081095,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,R,,,,,,,,,,,
54.837,54.807,54.794,53.712,53.699,53.853,54.829,54.847,54.872,,,,,,,,,,,,
-13.03220027,-10.85910498,-9.525035328,-8.418389632,-5.728725164,-2.417325175,-1.028160493,0,2.963001519,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,,,,,,,,,,,,
54.708,54.706,54.584,53.695,53.594,53.578,54.619,54.619,54.619,54.668,,,,,,,,,,,
-13.52805252,-10.96159518,-9.411345706,-8.562090399,-5.887556794,-2.458049023,-1.09573035,0,3.182137175,6.144588269,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,R,,,,,,,,,,,
54.745,54.724,54.594,53.7,53.569,53.532,54.56,54.731,54.757,,,,,,,,,,,,
-14.23236723,-11.57988342,-10.52359758,-9.599488789,-6.235290611,-3.073796675,-2.090179897,0,3.159657734,,,,,,,,,,,,
R,T1,L,D1L,,D1L,L,T1,R,,,,,,,,,,,,
54.979,54.967,54.786,54.237,53.665,53.576,53.602,54.307,55.081,55.131,,,,,,,,,,,
-18.03192247,-14.04468173,-10.40996316,-10.02827029,-9.241933672,-6.081711026,-2.840475488,-1.999378153,0,2.675302787,,,,,,,,,,,
J,J,T1,L,D1L,,D1L,L,T1,R,,,,,,,,,,,
55.002,54.975,54.636,54.209,53.566,53.514,53.621,54.479,54.833,54.851,54.963,,,,,,,,,,
-21.14817848,-17.53119808,-13.57686157,-12.91754268,-12.25570908,-9.099120452,-5.716096658,-4.588858791,-2.846758859,0,2.640975009,,,,,,,,,,
J,J,T1,L,D1L,,D1L,L,T1,,R,,,,,,,,,,
54.894,54.922,54.778,54.182,53.622,53.487,53.515,54.393,54.82,54.853,54.87,54.876,,,,,,,,,
-19.92075993,-16.03911076,-12.49433103,-11.11792535,-10.55387559,-7.442892449,-3.890347028,-2.804576617,-1.010903062,0,2.201627126,3.257698728,,,,,,,,,
J,J,T1,L,D1L,,D1L,L,T1,,J,R,,,,,,,,,
54.907,54.849,54.214,53.55,53.568,53.598,54.442,54.782,54.834,,,,,,,,,,,,
-19.14082822,-15.78429945,-10.81780426,-9.813337862,-6.484637307,-3.378977952,-2.283039421,0,3.873733212,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,,,,,,,,,,,,
54.809,54.82,54.22,53.509,53.441,53.668,54.384,54.77,54.789,,,,,,,,,,,,
-19.49920173,-15.35991006,-10.64220466,-9.884357136,-6.984287007,-3.564225863,-2.540624333,0,3.113078541,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,,,,,,,,,,,,
54.913,54.877,54.877,54.162,53.511,53.53,53.657,54.505,54.649,54.668,54.681,,,,,,,,,,
-19.47398667,-15.91774488,-12.53752017,-10.91054902,-10.11067011,-6.921883053,-3.8406325,-2.634996015,0,2.64189345,3.339079214,,,,,,,,,,
J,J,T1,,D1L,L,D1L,L,T1,J,R,,,,,,,,,,
54.852,54.83,54.518,53.46,53.499,53.606,54.537,54.485,54.544,,,,,,,,,,,,
-19.90461595,-16.04065388,-11.06832892,-9.798375018,-7.20618519,-3.720106584,-2.516361858,0,3.328646722,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,R,,,,,,,,,,,,
54.591,54.636,54.407,53.437,53.448,53.62,54.466,54.568,54.64,,,,,,,,,,,,
-20.12084342,-16.1522031,-11.02004378,-9.908525622,-6.822451905,-3.395389374,-2.236967814,0,3.05125974,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,R,,,,,,,,,,,,
54.564,54.521,54.413,53.489,53.436,53.508,54.465,54.539,54.556,54.576,,,,,,,,,,,
-19.16151093,-16.14675107,-10.82416556,-9.827379915,-6.814452656,-3.596854181,-2.888842848,0,2.852222992,3.686523023,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,R,,,,,,,,,,,
54.576,54.534,54.497,53.306,53.347,53.488,54.575,54.484,54.508,54.483,,,,,,,,,,,
-18.70667736,-15.51654453,-10.53707977,-9.317602964,-5.914047768,-2.893092463,-1.95555542,0,2.878788808,3.603953385,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,R,,,,,,,,,,,
54.663,54.679,54.469,53.373,53.306,53.338,53.398,54.628,54.697,54.708,54.323,,,,,,,,,,
-20.3099066,-16.69471332,-11.98428826,-10.80218149,-7.701494011,-4.115810613,-1.29357837,-0.235314683,0,2.058645186,3.118170778,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,
54.537,54.52,54.447,53.299,53.177,53.275,54.505,54.574,54.585,,,,,,,,,,,,
-17.62297234,-14.57595297,-9.411069706,-8.271191269,-4.879567194,-1.293275686,-0.234968083,0,2.058938076,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,
54.608,54.598,54.52,53.586,53.26,53.269,54.594,54.834,54.555,,,,,,,,,,,,
-17.12935842,-14.10580111,-9.341524126,-8.406031704,-5.117770022,-1.954000256,-0.887677869,0,2.916414408,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,
54.529,54.524,54.515,53.647,53.289,53.232,54.588,54.833,54.434,,,,,,,,,,,,
-20.39502611,-16.99236361,-12.71000622,-11.59646468,-7.974377029,-5.277865099,-3.770827496,0,3.838823257,,,,,,,,,,,,
J,T1,L,D1L,,D1L,L,T1,J,,,,,,,,,,,,
54.576,54.524,54.121,53.194,53.081,53.208,54.18,54.571,54.91,54.606,53.357,53.316,54.369,54.331,,,,,,,
-21.5,-17.9,-12,-10.7,-7.2,-3.1,-1.8,-0.9,0,2.6,3.8,5.5,6.3,12.41207448,,,,,,,
J,T1,L,D1L,,D1L,L,T1,,,,,,J,,,,,,,
54.771,55.108,54.222,53.049,53.068,53.15,54.264,54.54,54.569,54.333,53.983,,,,,,,,,,
-2.790651716,0,0.97204218,2.218050721,5.136119255,8.008599628,9.364116296,9.665748393,10.46533731,11.00170646,11.888887,,,,,,,,,,
,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,
54.543,54.173,53.278,52.872,52.951,54.143,54.49,54.799,54.403,,,,,,,,,,,,
-10,-9.4,-7.9,-5.5,-3.1,-1.8,-0.8,0,3.8,,,,,,,,,,,,
T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,,
54.112,54.559,54.659,54.313,53.44,53.122,53.042,54.288,54.862,54.648,53.052,52.981,,,,,,,,,
-12.35680367,-10.81858184,-9.887637736,-9.356402086,-8.462207809,-4.721249093,-2.306178224,-0.834334466,0,4.054473331,7.848927696,9.032475298,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.945,53.998,54.823,54.758,54.274,53.255,53.11,53.092,54.328,54.671,54.996,54.748,54.198,,,,,,,,
-13.88976317,-12.65770378,-11.49930989,-10.63718506,-9.609270628,-8.384674829,-4.990428137,-2.340790464,-0.843355203,-0.566887114,0,3.323523732,3.850881587,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
54.002,54.001,54.415,54.236,53.054,53.005,53.078,54.328,54.786,54.472,54.015,53.922,,,,,,,,,
-14.74436767,-12.75117446,-11.97682082,-9.681149569,-8.590800021,-5.546435341,-2.29427919,-0.904881207,0,2.86664002,3.576448658,5.18628316,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
54.155,54.287,53.229,53.042,53.204,54.424,55.016,54.679,52.887,52.812,,,,,,,,,,,
-11.08672887,-9.509103481,-8.716595953,-5.194423645,-1.935719505,-0.636955257,0,3.039069923,4.996293926,6.512140354,,,,,,,,,,,
T1,L,D1L,L,D1L,,T1,,,,,,,,,,,,,,
53.67,53.757,54.271,54.289,53.095,52.994,53.073,54.472,54.817,54.516,53.053,52.906,,,,,,,,,
-14.6517557,-13.20923813,-11.15168005,-9.549369927,-8.633144562,-5.362531212,-1.96396665,-0.717885785,0,3.323540882,5.196374986,6.531121955,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.313,53.477,54.184,54.523,54.163,53.114,52.974,53.203,54.283,54.857,55.178,54.823,53.372,52.985,,,,,,,
-14.60843979,-12.70360492,-12.00286137,-9.94321608,-9.474103757,-8.230307952,-5.674001409,-1.962395729,-1.090362325,-0.342141783,0,2.969090097,4.875392292,6.563630855,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.78,54.204,54.529,54.099,52.836,52.907,53.348,54.23,55.327,54.954,52.996,52.984,,,,,,,,,
-14.92711282,-12.28497782,-9.823902738,-9.344247428,-7.800623629,-5.564708978,-2.314626752,-1.213429026,0,2.69447082,5.354047814,6.482947632,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.923,54.246,54.459,54.063,52.799,52.869,53.468,54.199,54.654,54.975,54.826,53.948,53.174,,,,,,,,
-17.26220696,-12.08396032,-9.782270953,-9.34624684,-8.023492818,-6.042655459,-1.708241494,-0.914807083,-0.482420978,0,2.806684877,4.965790672,9.155880569,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.862,54.093,52.907,52.95,53.46,54.125,54.826,54.609,52.983,52.662,,,,,,,,,,,
-14.19117518,-10.66033044,-9.196492483,-5.746705577,-1.763812348,-1.036234047,0,2.788243354,6.07818213,7.488384673,,,,,,,,,,,
T1,L,D1L,L,D1L,,T1,,,,,,,,,,,,,,
54.362,54.258,54.451,54.078,53.042,53.041,52.982,54.013,54.595,54.406,52.715,52.111,,,,,,,,,
-13.50435756,-12.16498122,-11.20584865,-10.68462493,-9.554635,-5.90318863,-2.264047924,-1.101527122,0,2.971291975,5.271867411,6.172527926,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.77,53.874,54.351,54.097,53.012,53.029,53.083,53.971,54.509,54.15,53.74,,,,,,,,,,
-13.22565692,-11.30926368,-9.717364097,-9.356038157,-8.368393693,-4.898482418,-1.749786844,-0.734687008,0,3.068567255,5.632506547,,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
54.043,53.721,54.345,54.344,54.101,53.058,53.001,53.131,54.022,54.67,54.303,53.868,,,,,,,,,
-12.46856664,-11.46535673,-10.7327803,-9.69521351,-9.484796519,-8.320881263,-4.749661251,-1.939836076,-1.030681813,0,2.698540346,5.213240259,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
52.926,53.351,54.329,54.426,54.101,52.992,52.954,53.021,54.071,54.601,54.322,53.765,,,,,,,,,
-14.20561474,-13.47047512,-11.15526087,-9.576557315,-9.27069992,-8.216517815,-5.49254513,-2.113987938,-0.810671944,0,2.316991152,4.922770764,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.758,53.688,54.302,54.327,54.134,53.034,52.948,52.95,54.075,54.584,54.391,,,,,,,,,,
-13.99130023,-12.15045102,-11.63615959,-9.868234493,-9.416035737,-8.291546358,-5.081905942,-1.857095851,-0.788026649,0,1.93996701,,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.936,54.113,52.957,52.872,52.96,54.001,54.584,54.212,53.691,,,,,,,,,,,,
-12.27941957,-9.374063207,-8.093688714,-5.323014653,-2.078677705,-0.754875486,0,2.590546274,4.563516188,,,,,,,,,,,,
T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,,
53.746,54.333,54.381,54.145,52.982,52.894,52.956,54.078,54.752,54.321,,,,,,,,,,,
-13.59591045,-11.89865207,-9.891992014,-9.537285201,-8.269733792,-5.062853938,-2.278212018,-0.88411877,0,2.996671487,,,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,R,,,,,,,,,,,
53.069,53.192,54.513,54.486,54.088,53.013,52.933,52.92,54.074,54.633,54.171,53.617,,,,,,,,,
-14.27889033,-13.57943695,-11.71054772,-10.05252167,-9.573129739,-8.320501247,-5.375807381,-2.135778312,-0.846208012,0,2.48058864,3.85151295,,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.317,53.484,54.375,54.488,54.125,52.962,52.815,52.829,53.997,54.758,54.459,53.72,53.484,,,,,,,,
-15.89397335,-14.08957267,-11.80151177,-10.07476154,-9.565337056,-8.285529554,-5.469797163,-2.353516943,-0.811477664,0,2.274562815,3.559448412,5.52219757,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.496,54.615,54.415,54.101,52.85,52.842,52.924,54.07,54.637,54.475,53.693,53.525,,,,,,,,,
-12.88946938,-12.0554659,-9.9821397,-9.554941863,-8.133664611,-4.860851777,-2.311381621,-0.892773768,0,2.237493687,3.41929832,4.536706845,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.526,53.606,54.612,54.696,54.271,53.068,52.951,52.957,54.269,54.758,54.493,53.176,52.881,,,,,,,,
-13.73760423,-12.88680585,-11.86843044,-9.953779031,-9.319697903,-7.881255547,-4.875092307,-2.114268904,-0.67125703,0,2.603652243,5.675861344,8.986510112,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.613,54.205,54.662,54.624,54.179,53.088,53.025,52.959,54.203,54.794,54.538,53.999,,,,,,,,,
-16.10930976,-13.11549103,-12.33916115,-10.01717111,-9.346106408,-7.876093003,-4.715899278,-1.750577619,-0.569155515,0,2.354358724,3.535341709,,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.502,53.609,54.645,54.628,54.079,52.875,52.738,52.852,54.025,54.585,53.071,52.944,,,,,,,,,
-13.73491977,-13.07600279,-11.45047532,-10.15868874,-9.555715463,-8.206140384,-5.219735338,-2.127382664,-0.800131239,0,4.516700123,6.168049692,,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.625,54.4,54.373,54.019,52.911,52.732,52.892,54.045,54.551,54.238,53.068,52.924,,,,,,,,,
-12.63339341,-11.38512934,-9.949340732,-9.448197341,-8.141839227,-4.908019254,-2.035566015,-0.760645121,0,2.474374668,4.341130843,5.130087719,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.382,53.661,54.452,54.477,54.074,52.898,52.827,52.869,54.032,54.666,54.279,,,,,,,,,,
-12.80489977,-12.12406805,-10.90737021,-9.864765684,-9.463468973,-8.176181994,-6.103033426,-2.264323519,-0.78517514,0,4,,,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.633,53.912,54.336,54.366,53.991,52.874,52.839,52.875,53.98,54.439,54.236,53.881,53.555,,,,,,,,
-14.06448606,-11.55880396,-10.8879651,-9.663230568,-9.246483494,-7.945070547,-4.752977383,-1.704704373,-0.600523938,0,1.98196897,3.565650572,4.743303174,,,,,,,,
,,,T1,,D1L,,D1L,L,T1,,,,,,,,,,,
53.439,53.889,54.21,54.045,52.875,52.782,52.846,54.007,54.626,54.093,53.598,,,,,,,,,,
-14.59827336,-12.83568685,-9.932245667,-9.498958785,-8.231203557,-5.143777309,-2.151334469,-0.829367229,0,2.968026449,5.763822083,,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.718,54.223,54.298,53.992,52.862,52.873,52.85,52.94,54.002,54.494,54.196,54.044,,,,,,,,,
-14.73751027,-12.6498432,-10.11056502,-9.493821148,-8.196815052,-8.190288151,-4.887231118,-1.942422456,-0.859661561,0,3.18586409,5.054073209,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.697,54.046,54.214,53.992,52.797,52.776,52.802,53.996,54.525,54.373,53.73,53.41,,,,,,,,,
-14.28234032,-12.53130041,-10.13379179,-9.420377169,-8.151086431,-5.168185852,-2.211499491,-0.856084692,0,2.196797897,3.431072718,5.462751322,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
53.3839868,53.72656867,54.29183142,54.32204841,54.0097306,52.72235347,52.74382329,52.84034282,54.1279834,54.50138535,54.29453355,53.44956358,53.22765136,53.0221475,52.94846914,,,,,,
-16.3149475,-15.38138225,-12.55110087,-10.11612164,-9.299880537,-8.017440053,-4.51325304,-2.034068092,-0.573927696,0,2.021524672,3.439423934,5.966096882,6.410194147,7.86371032,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
54.3890488,54.42083812,53.96998144,52.87462392,52.84179252,52.77394173,53.96709296,54.68427403,53.81559686,53.25935517,,,,,,,,,,,
-12.81588616,-10.66708367,-9.686692418,-8.490098821,-5.08983821,-2.622881049,-1.265439844,0,5.589842574,6.223248348,,,,,,,,,,,
,T1,L,D1L,L,D1L,,T1,,,,,,,,,,,,,
54.194,54.551,52.808,52.711,52.768,54.26,54.53,53.953,52.835,52.775,,,,,,,,,,,
-17.39903934,-10.26301408,-8.701707993,-5.826679758,-2.766261014,-1.061001885,0,5.618097988,6.472186802,7.587984186,,,,,,,,,,,
T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,,
52.892,53.857,54.154,53.948,52.769,52.716,52.684,53.956,54.59,54.37,53.922,53.805,52.877,52.698,,,,,,,
-15.72809413,-13.15437361,-10.53224311,-9.808258561,-8.556060776,-5.875701235,-2.58932134,-1.220796461,0,1.158544345,1.778278943,4.345294582,7.336928308,8.186868022,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
52.975,53.824,54.058,54.329,54.259,53.937,52.774,52.601,52.849,53.935,54.531,54.202,53.94,53.832,52.779,52.555,,,,,
-20.12716677,-14.46338398,-12.40421622,-12.09469491,-11.48923083,-10.92780097,-9.571587382,-6.040505691,-2.732195089,-1.348261845,0,1.484056939,2.243704971,5.317606321,7.092869236,8.026748843,,,,,
,,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,
53.691,53.915,52.756,52.646,52.742,53.921,54.31,54.617,54.357,53.973,53.818,53.081,52.832,,,,,,,,
-15.36736558,-9.52153454,-8.216857611,-5.153283225,-2.26455404,-0.9587544,-0.418240362,0,1.563025911,2.71523406,5.19500693,6.649897443,8.228376875,,,,,,,,
T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,,
53.672,54.011,53.919,52.732,52.68,52.817,53.902,54.474,54.204,53.812,53.533,52.638,52.084,,,,,,,,
-14.91021583,-13.71985951,-9.369452492,-8.078516263,-5.23811006,-2.261627733,-0.939354033,0,1.675551551,2.514985686,5.267023163,6.971585903,7.883125395,,,,,,,,
,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,
52.158,52.378,53.941,53.909,52.639,52.697,52.773,53.894,54.423,53.849,52.578,,,,,,,,,,
-17.77564682,-13.65856252,-12.16923124,-9.726667518,-8.327796167,-5.705779263,-2.54081424,-1.020628238,0,4.225966635,11.54746228,,,,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
52.788,53.808,53.813,52.66,52.641,52.767,53.948,54.287,54.611,54.093,53.67,,,,,,,,,,
-16.62125317,-11.32319412,-9.369405798,-8.163123973,-5.50815913,-2.328963933,-1.0589627,-0.290688837,0,5.50652749,8.25901459,,,,,,,,,,
,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,,
52.15,52.331,52.851,53.502,53.834,52.642,52.656,52.363,54.09,54.043,53.66,53.711,52.705,52.589,,,,,,,
-16.40100857,-15.12625879,-14.36640181,-10.34651874,-9.05577926,-7.942338258,-5.053640668,-2.199680204,0,2.470451983,3.29779684,5.948656487,7.901979625,8.988341449,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
52.507,52.647,53.856,53.87,52.736,52.691,52.716,53.889,54.743,54.463,53.933,53.813,52.676,52.717,,,,,,,
-17.19416203,-15.08785982,-13.68037923,-9.510560709,-8.361714238,-5.612416413,-2.666150971,-1.279497167,0,1.874045091,2.861447361,5.705482013,7.906212747,9.686480166,,,,,,,
,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,,
52.15,52.331,52.851,53.502,53.834,52.642,52.656,52.562,53.804,54.419,54.043,53.66,53.711,52.705,52.589,,,,,,
-16.57584257,-15.30774347,-14.55149119,-10.53192409,-9.242002651,-8.127005106,-5.230723563,-2.294215552,-0.930656757,0,2.303368838,3.126203608,5.766667062,7.719207019,8.806075006,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
52.538,52.504,53.171,53.888,53.792,52.582,52.606,52.69,53.888,54.361,54.039,53.604,53.543,,,,,,,,
-15.93381025,-14.29163241,-13.43797046,-10.11761484,-9.135080733,-7.863735308,-5.430421439,-1.696296259,-0.666856806,0,2.402896793,3.576378056,5.524730763,,,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
52,52.181,52.7,53.352,53.684,52.492,52.506,52.412,53.654,54.269,53.893,53.51,53.561,52.555,52.439,,,,,,
-16.57617776,-15.30874002,-14.55190355,-10.53231147,-9.24241581,-8.127784508,-5.231680801,-2.294232987,-0.931558909,0,2.303782325,3.125258549,5.766409021,7.718941961,8.805774128,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
52.968,52.958,53.889,54.084,53.793,52.702,52.58,52.554,53.84,54.269,54.234,53.134,53.055,52.66,52.471,,,,,,
-16.11009587,-12.79435188,-11.9745668,-9.75999001,-9.242949853,-8.063344839,-5.033751086,-2.078218949,-0.807232928,0,2.115846167,2.885782563,5.688010637,6.066920554,6.956006973,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
53.039,53.042,53.876,54.086,53.825,52.549,52.622,52.589,53.815,54.311,54.223,53.83,53.952,53.339,52.992,,,,,,
-16.03012364,-12.79082796,-11.77799393,-9.973094304,-9.282193383,-7.948086876,-5.225773914,-2.17193416,-0.697665392,0,2.676500701,3.380627161,4.853128063,6.173335646,7.639355012,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
52.96,53.034,54.108,54.193,53.779,52.596,52.481,52.491,53.754,54.222,54.215,53.767,53.581,53.048,53.034,,,,,,
-15.64314153,-12.25095445,-10.89330092,-9.975711754,-9.040240759,-7.819674162,-5.13322686,-2.23889638,-0.783164095,0,2.696935298,3.386759218,4.249946,4.850217521,6.074084293,,,,,,
,,,T1,L,D1L,,D1L,L,T1,,,,,,,,,,,
