Id,Name,Description,X,Y,Z
17,P.155,,612854.90769616538,9146062.3740073554,55.295
18,P.155,J,612857.999139645,9146062.0841760039,55.326
0,P.156,,612827.06635648757,9146113.302011624,54.63
1,P.156,,612828.01932295365,9146113.3100062869,54.236
2,P.156,,612828.84629385336,9146113.3169439416,53.471
3,P.156,,612829.90025676542,9146113.3257858884,53.43
4,P.156,,612830.89722168318,9146113.3341496624,53.484
5,P.156,,612831.74719177349,9146113.3412802648,53.804
6,P.156,,612833.33813578973,9146113.3546270709,54.335
7,P.156,J,612834.72508698422,9146113.3662625346,54.324
8,P.156,J,612836.40102800948,9146113.3803224023,54.294
9,P.156,,612837.197,9146113.387,54.389
10,P.156,T1,612838.05796970334,9146113.39422288,54.24
11,P.156,L,612838.94393852691,9146113.4016554821,53.631
12,P.156,D1L,612841.584845596,9146113.42381068,52.406
13,P.156,,612846.1036865823,9146113.46172031,51.361
14,P.156,D1L,612850.69352507032,9146113.5002255552,52.808
15,P.156,L,612853.18443741754,9146113.52112241,53.664
16,P.156,T1,612853.9464106044,9146113.5275147855,54.28
17,P.156,,612856.91330620227,9146113.5524047781,54.787
18,P.156,J,612859.854202715,9146113.5770766567,54.809
0,P.157,,612824.99443285249,9146161.4770443533,54.678
1,P.157,,612825.94498249947,9146161.529574044,54.284
2,P.157,,612826.77072258154,9146161.5752064548,53.519
3,P.157,,612827.8241153101,9146161.6334195063,53.478
4,P.157,,612828.81859792408,9146161.6883770414,53.531
5,P.157,,612829.667302966,9146161.73527855,53.852
6,P.157,,612831.2568775859,9146161.82312232,54.383
7,P.157,J,612832.64076604263,9146161.8995993715,54.372
8,P.157,J,612834.31421269011,9146161.9920781162,54.342
9,P.157,,612835.109,9146162.036,54.437
10,P.157,T1,612835.96968676033,9146162.08356365,54.288
11,P.157,L,612836.854336957,9146162.1324515771,53.679
12,P.157,D1L,612839.49031496979,9146162.2781221513,52.454
13,P.157,,612844.00342884019,9146162.52752783,51.409
14,P.157,D1L,612848.58543759049,9146162.7807408068,52.856
15,P.157,L,612851.07364107831,9146162.918245,53.712
16,P.157,T1,612851.83348171,9146162.9602356479,54.328
17,P.157,,612854.795961545,9146163.1239495073,54.835
18,P.157,J,612857.73248099023,9146163.2862287331,54.857
0,P.158,,612821.65565832518,9146210.8284214046,54.62
1,P.158,,612822.6069031792,9146210.8862334061,54.226
2,P.158,,612823.43238008814,9146210.93640185,53.46
3,P.158,,612824.48543708818,9146211.0004014969,53.42
4,P.158,,612825.47960274888,9146211.0608220156,53.473
5,P.158,,612826.32903545687,9146211.1124463752,53.794
6,P.158,,612827.91610714409,9146211.2089008186,54.325
7,P.158,J,612829.29955453938,9146211.2929799762,54.314
8,P.158,J,612830.97346599819,9146211.3947121147,54.283
9,P.158,,612831.768,9146211.443,54.379
10,P.158,T1,612832.627414291,9146211.4952309914,54.23
11,P.158,L,612833.51278069767,9146211.5490392242,53.621
12,P.158,D1L,612836.14791859337,9146211.709189998,52.396
13,P.158,,612840.65959408158,9146211.9833875373,51.351
14,P.158,D1L,612845.240142492,9146212.2617708333,52.798
15,P.158,L,612847.72755296028,9146212.4129434582,53.654
16,P.158,T1,612848.48715142184,9146212.459108131,54.27
17,P.158,,612851.44768892135,9146212.6390351,54.777
18,P.158,J,612854.38327246357,9146212.8174454886,54.799
0,P.159,,612819.03035373,9146259.5010048524,54.863
1,P.159,,612819.98209757509,9146259.5499196071,54.47
2,P.159,,612820.80800750165,9146259.5923671424,53.704
3,P.159,,612821.8616169,9146259.6465172637,53.664
4,P.159,,612822.8563040666,9146259.6976390854,53.717
5,P.159,,612823.70518367668,9146259.7412671447,54.038
6,P.159,,612825.29408657039,9146259.8229286075,54.569
7,P.159,J,612826.67925835762,9146259.8941193353,54.558
8,P.159,J,612828.35304921225,9146259.9801436048,54.527
9,P.159,,612829.148,9146260.021,54.623
10,P.159,T1,612830.00886379287,9146260.0652439855,54.474
11,P.159,L,612830.89269726921,9146260.1106684953,53.865
12,P.159,D1L,612833.53121483373,9146260.24627477,52.64
13,P.159,,612838.04325963161,9146260.47817074,51.595
14,P.159,D1L,612842.627209526,9146260.7137622647,53.042
15,P.159,L,612845.11492612446,9146260.841618143,53.898
16,P.159,T1,612845.87592172786,9146260.8807294145,54.514
17,P.159,,612848.83901090792,9146261.0330170076,55.021
18,P.159,J,612851.77613435884,9146261.1839700956,55.043
0,P.160,,612816.64505242615,9146308.3028782327,54.775
1,P.160,,612817.59701285232,9146308.3473793231,54.381
2,P.160,,612818.4241096339,9146308.3860434387,53.616
3,P.160,,612819.47695988487,9146308.4352608044,53.576
4,P.160,,612820.47187340469,9146308.4817698132,53.629
5,P.160,,612821.32094618771,9146308.5214612372,53.95
6,P.160,,612822.91120956489,9146308.5958009381,54.481
7,P.160,J,612824.29569765588,9146308.6605213061,54.47
8,P.160,J,612825.96986940224,9146308.7387834545,54.439
9,P.160,,612826.766,9146308.776,54.535
10,P.160,T1,612827.62606078375,9146308.8162050769,54.386
11,P.160,L,612828.51109429635,9146308.85757755,53.777
12,P.160,D1L,612831.14921337878,9146308.980901137,52.552
13,P.160,,612835.66428276617,9146309.1919661183,51.507
14,P.160,D1L,612840.24727797636,9146309.4062064141,52.954
15,P.160,L,612842.7365595944,9146309.52257233,53.81
16,P.160,T1,612843.49772837164,9146309.5581545234,54.426
17,P.160,,612846.46049292991,9146309.6966542434,54.933
18,P.160,J,612849.39828475914,9146309.8339865673,54.955
0,P.161,,612814.53847699775,9146357.8783278614,54.807
1,P.161,,612815.59805079643,9146357.93332209,54.376
2,P.161,,612816.4219418274,9146357.9760838617,53.435
3,P.161,,612817.29376833665,9146358.02133359,53.439
4,P.161,,612817.96286771935,9146358.0560613312,53.483
5,P.161,,612818.866651214,9146358.1029696986,54.332
6,P.161,,612819.98015242559,9146358.16076288,54.594
7,P.161,J,612821.40323693363,9146358.23462412,54.506
8,P.161,J,612823.76405923336,9146358.35715603,54.451
9,P.161,,612824.551,9146358.398,54.503
10,P.161,,612824.94047576014,9146358.4182146545,54.421
11,P.161,T1,612825.2161047596,9146358.4325204119,54.207
12,P.161,L,612825.85824043583,9146358.4658486769,53.786
13,P.161,D1L,612828.59056269133,9146358.6076622587,52.526
14,P.161,,612831.22801264632,9146358.7445517574,51.342
15,P.161,D1L,612837.84410728922,9146359.0879417341,52.678
16,P.161,L,612840.81111365661,9146359.24193594,53.835
17,P.161,T1,612841.89465519437,9146359.2981741484,54.637
18,P.161,,612843.83604206017,9146359.39893643,55.011
19,P.161,J,612846.38061702612,9146359.5310055111,55.006
0,P.162,,612811.63691558,9146406.9113147762,54.877
1,P.162,,612812.6953386286,9146406.9691131338,54.446
2,P.162,,612813.52010979666,9146407.0141522326,53.505
3,P.162,,612814.39181104326,9146407.061754087,53.51
4,P.162,,612815.060814291,9146407.0982870124,53.553
5,P.162,,612815.96446793154,9146407.1476337239,54.402
6,P.162,,612817.0778091572,9146407.208431052,54.665
7,P.162,J,612818.500689199,9146407.2861316763,54.577
8,P.162,J,612820.86017378746,9146407.4149783924,54.521
9,P.162,,612821.648,9146407.458,54.573
10,P.162,,612822.03642128862,9146407.4792109076,54.491
11,P.162,T1,612822.31400771078,9146407.4943693448,54.278
12,P.162,L,612822.95505261386,9146407.52937552,53.856
13,P.162,D1L,612825.6859837817,9146407.67850619,52.597
14,P.162,,612828.32405330474,9146407.82256587,51.412
15,P.162,D1L,612834.93919735844,9146408.1838056073,52.748
16,P.162,L,612837.90577743144,9146408.34580459,53.905
17,P.162,T1,612838.9891632878,9146408.4049661178,54.708
18,P.162,,612840.93027121853,9146408.510966124,55.081
19,P.162,J,612843.47448058438,9146408.6499002911,55.077
0,P.163,,612809.17831526382,9146456.0374211129,54.878
1,P.163,,612810.23780035309,9146456.09409867,54.447
2,P.163,,612811.06162240647,9146456.1381693464,53.506
3,P.163,,612811.934374497,9146456.184857551,53.51
4,P.163,,612812.60241928941,9146456.2205948625,53.554
5,P.163,,612813.50512854545,9146456.2688856367,54.403
6,P.163,,612814.619535105,9146456.3285012413,54.665
7,P.163,J,612816.04250047,9146456.4046233147,54.577
8,P.163,J,612818.40312511742,9146456.53090583,54.522
9,P.163,,612819.19,9146456.573,54.574
10,P.163,,612819.57944315241,9146456.5938334111,54.492
11,P.163,T1,612819.85504907579,9146456.608577054,54.278
12,P.163,L,612820.49713099131,9146456.6429254711,53.856
13,P.163,D1L,612823.22822591977,9146456.7890264336,52.597
14,P.163,,612825.86745220725,9146456.93021285,51.413
15,P.163,D1L,612832.48199436674,9146457.2840603013,52.749
16,P.163,L,612835.4487523312,9146457.44276815,53.906
17,P.163,T1,612836.53220315289,9146457.5007277634,54.708
18,P.163,,612838.4734274823,9146457.6045742985,55.082
19,P.163,J,612841.017789412,9146457.7406859081,55.077
0,P.164,,612806.37676911824,9146505.2333505061,54.637
1,P.164,,612807.43588870391,9146505.2964908537,54.206
2,P.164,,612808.26042478089,9146505.3456462976,53.265
3,P.164,,612809.130879332,9146505.3975392114,53.269
4,P.164,,612809.79969188839,9146505.43741106,53.313
5,P.164,,612810.7030879535,9146505.4912678115,54.162
6,P.164,,612811.81611183472,9146505.55762171,54.424
7,P.164,J,612813.23758807406,9146505.6423642673,54.336
8,P.164,J,612815.59739834769,9146505.7830464337,54.281
9,P.164,,612816.385,9146505.83,54.333
10,P.164,,612816.77331057377,9146505.8531494774,54.251
11,P.164,T1,612817.0498196457,9146505.8696338087,54.037
12,P.164,L,612817.6916800543,9146505.9078988824,53.615
13,P.164,D1L,612820.422831031,9146506.0707188509,52.356
14,P.164,,612823.05915037659,9146506.2278853487,51.172
15,P.164,D1L,612829.67240886367,9146506.6221405752,52.508
16,P.164,L,612832.638143349,9146506.7989454474,53.665
17,P.164,T1,612833.72022217151,9146506.8634545282,54.467
18,P.164,,612835.66077681293,9146506.9791424014,54.84
19,P.164,J,612838.20525921043,9146507.13083396,54.836
0,P.165,,612803.50869996927,9146558.9210069422,54.767
1,P.165,,612804.85618884512,9146558.9848405514,54.655
2,P.165,,612805.37460747117,9146559.00939922,53.48
3,P.165,,612806.3664951314,9146559.0563871916,53.376
4,P.165,,612807.03274797066,9146559.0879491027,53.405
5,P.165,,612807.72696944478,9146559.12083595,54.511
6,P.165,,612808.35826149036,9146559.1507416889,54.766
7,P.165,J,612809.35114803037,9146559.1977769788,54.729
8,P.165,J,612812.25988606329,9146559.3355705068,54.725
9,P.165,,612813.05,9146559.373,54.89
10,P.165,T1,612814.46041830443,9146559.4398147184,54.499
11,P.165,L,612815.58715474023,9146559.493190784,53.646
12,P.165,D1L,612817.95849543042,9146559.6055265777,52.562
13,P.165,,612822.931918049,9146559.8411289062,51.473
14,P.165,D1L,612827.70057030476,9146560.0670307968,52.654
15,P.165,L,612830.2327306458,9146560.1869849842,53.748
16,P.165,T1,612831.12373144436,9146560.2291937154,54.337
17,P.165,,612832.79985178064,9146560.3085953426,54.934
18,P.165,,612835.74055396765,9146560.4479030855,54.905
0,P.166,,612801.91067309969,9146608.1132310759,54.311
1,P.166,,612803.25830699713,9146608.1739260387,54.199
2,P.166,,612803.77678141731,9146608.1972771771,53.024
3,P.166,,612804.76877582807,9146608.2419547886,52.92
4,P.166,,612805.4341013846,9146608.2719198316,52.949
5,P.166,,612806.12939656072,9146608.3032346535,54.055
6,P.166,,612806.76175553561,9146608.3317149431,54.31
7,P.166,J,612807.75374994637,9146608.3763925545,54.273
8,P.166,J,612810.66280102823,9146608.5074108858,54.269
9,P.166,,612811.453,9146608.543,54.434
10,P.166,T1,612812.86357009877,9146608.6065294929,54.043
11,P.166,L,612813.990427798,9146608.6572810989,53.19
12,P.166,D1L,612816.36102471326,9146608.7640484422,52.106
13,P.166,,612821.33598157717,9146608.9881113861,51.017
14,P.166,D1L,612826.10514705267,9146609.2029058617,52.198
15,P.166,L,612828.63757991407,9146609.3169619981,53.292
16,P.166,T1,612829.52867660532,9146609.35709536,53.881
17,P.166,,612831.2049773318,9146609.4325928744,54.478
18,P.166,,612834.1449970206,9146609.5650059767,54.449
0,P.167,,612799.133645367,9146656.2886320353,54.261
1,P.167,,612800.48185836338,9146656.3580706138,54.149
2,P.167,,612801.00017135974,9146656.3847658914,52.974
3,P.167,,612801.99185691937,9146656.435841823,52.87
4,P.167,,612802.65797400719,9146656.4701496251,52.899
5,P.167,,612803.35205403122,9146656.5058976356,54.005
6,P.167,,612803.98321744881,9146656.5384051781,54.26
7,P.167,J,612804.97490300843,9146656.5894811116,54.223
8,P.167,J,612807.88304837549,9146656.7392627,54.219
9,P.167,,612808.674,9146656.78,54.384
10,P.167,T1,612810.08413092664,9146656.85262761,53.993
11,P.167,L,612811.21063778584,9146656.9106474016,53.14
12,P.167,D1L,612813.57949795434,9146657.0326535571,52.056
13,P.167,,612818.55390457285,9146657.288856199,50.967
14,P.167,D1L,612823.32058652234,9146657.5343601555,52.148
15,P.167,L,612825.85223092663,9146657.6647503767,53.242
16,P.167,T1,612826.74305018061,9146657.7106312755,53.831
17,P.167,,612828.41882900125,9146657.79694086,54.428
18,P.167,,612831.35793333338,9146657.9483169615,54.399
0,P.168,,612796.90768567915,9146705.3178499639,54.152
1,P.168,,612798.25589297875,9146705.3873990625,54.04
2,P.168,,612798.774203785,9146705.4141368289,52.865
3,P.168,,612799.76588515425,9146705.4652940556,52.761
4,P.168,,612800.4310007554,9146705.4996049441,52.79
5,P.168,,612801.12607651879,9146705.535461368,53.896
6,P.168,,612801.75723726943,9146705.5680206511,54.151
7,P.168,J,612802.74891863868,9146705.6191778779,54.114
8,P.168,J,612805.65705171751,9146705.7691978626,54.11
9,P.168,,612806.448,9146705.81,54.275
10,P.168,T1,612807.85812496813,9146705.8827432077,53.884
11,P.168,L,612808.98462706734,9146705.9408553448,53.031
12,P.168,D1L,612811.35447589844,9146706.0631072056,51.947
13,P.168,,612816.32686415385,9146706.31961459,50.858
14,P.168,D1L,612821.09452463407,9146706.565560814,52.039
15,P.168,L,612823.62715701316,9146706.6962100863,53.133
16,P.168,T1,612824.517972503,9146706.7421640083,53.722
17,P.168,,612826.19274557079,9146706.8285594471,54.319
18,P.168,,612829.132836156,9146706.9802280013,54.29
0,P.169,,612793.50278166344,9146754.26179572,54.453
1,P.169,,612794.38041212235,9146754.31084445,54.074
2,P.169,,612795.43876057107,9146754.369993085,53.194
3,P.169,,612796.225532814,9146754.4139639568,53.19
4,P.169,,612796.92544060887,9146754.4530801773,53.204
5,P.169,,612797.88094953843,9146754.5064813532,54.051
6,P.169,,612798.98322943214,9146754.5680852141,54.363
7,P.169,J,612800.21530677716,9146754.6369431559,54.309
8,P.169,J,612802.30205041659,9146754.75356641,54.266
9,P.169,,612803.616,9146754.827,54.336
10,P.169,T1,612804.121211618,9146754.8552351035,54.281
11,P.169,L,612805.011821822,9146754.905009238,53.824
12,P.169,D1L,612807.81145300134,9146755.0614741221,51.802
13,P.169,,612811.6215074166,9146755.2744092122,51.173
14,P.169,D1L,612817.0809879048,9146755.5795268919,51.822
15,P.169,L,612819.70089953626,9146755.7259476669,53.695
16,P.169,T1,612820.47369359224,9146755.7691373322,54.174
17,P.169,,612821.92043595272,9146755.8499924019,54.339
18,P.169,,612824.24081500433,9146755.9796729963,54.352
19,P.169,,612825.48187832674,9146756.0490331426,54.568
0,P.170,,612790.86112209607,9146803.1813169271,54.277
1,P.170,,612791.73889657308,9146803.2277170084,53.898
2,P.170,,612792.79741869553,9146803.2836715989,53.018
3,P.170,,612793.58432004694,9146803.325268032,53.014
4,P.170,,612794.2833440901,9146803.3622191772,53.028
5,P.170,,612795.24000842334,9146803.4127894584,53.875
6,P.170,,612796.34246919991,9146803.4710666928,54.187
7,P.170,J,612797.57375012164,9146803.5361534972,54.133
8,P.170,J,612799.661834799,9146803.6465318464,54.09
9,P.170,,612800.976,9146803.716,54.16
10,P.170,T1,612801.48229312839,9146803.7427631859,54.105
11,P.170,L,612802.37205087475,9146803.7897967156,53.648
12,P.170,D1L,612805.17214147025,9146803.9378124475,51.626
13,P.170,,612808.9828211111,9146804.1392489765,50.997
14,P.170,D1L,612814.44319749356,9146804.42789021,51.646
15,P.170,L,612817.06353904947,9146804.5664042179,53.519
16,P.170,T1,612817.83645992,9146804.607261626,53.998
17,P.170,,612819.284438295,9146804.6838032845,54.163
18,P.170,,612821.60320090665,9146804.8063755129,54.176
19,P.170,,612822.84546649188,9146804.8720429763,54.392
0,P.171,,612788.57910503191,9146851.73557881,54.107
1,P.171,,612789.62182850123,9146851.7871905,53.94
2,P.171,,612790.480776953,9146851.8297058754,53.081
3,P.171,,612791.35370828654,9146851.8729133625,53.052
4,P.171,,612791.99192696181,9146851.9045032766,53.042
5,P.171,,612792.90680694056,9146851.9497870952,53.959
6,P.171,,612793.516061075,9146851.97994335,54.082
7,P.171,J,612794.41096550855,9146852.02423844,54.111
8,P.171,J,612797.699939057,9146852.18703278,54.058
9,P.171,,612798.467,9146852.225,54.091
10,P.171,T1,612798.93642531661,9146852.2482351474,54.028
11,P.171,L,612799.90324171353,9146852.2960896641,53.609
12,P.171,D1L,612802.64488531824,9146852.43179281,52.762
13,P.171,,612804.69137994351,9146852.5330881663,51.46
14,P.171,D1L,612811.91953104292,9146852.8908599988,52.286
15,P.171,L,612814.82097901078,9146853.0344729833,53.628
16,P.171,T1,612816.72065337736,9146853.1285011768,53.801
17,P.171,,612819.6820279815,9146853.2750803512,53.855
0,P.172,,612786.242705746,9146901.1395643167,54.169
1,P.172,,612787.2853660027,9146901.1924376488,54.002
2,P.172,,612788.14526109945,9146901.236042954,53.143
3,P.172,,612789.01813951344,9146901.2803066429,53.114
4,P.172,,612789.6553207814,9146901.3126181234,53.104
5,P.172,,612790.5701452978,9146901.3590089,54.021
6,P.172,,612791.18036121433,9146901.3899529669,54.144
7,P.172,J,612792.07521139632,9146901.4353308454,54.173
8,P.172,J,612795.3629868417,9146901.6020540316,54.12
9,P.172,,612796.131,9146901.641,54.153
10,P.172,T1,612796.59939814219,9146901.6647524834,54.09
11,P.172,L,612797.56615592807,9146901.7137767989,53.671
12,P.172,D1L,612800.30863204377,9146901.85284784,52.824
13,P.172,,612802.35400388821,9146901.9565687049,51.522
14,P.172,D1L,612809.58371423115,9146902.3231875226,52.348
15,P.172,L,612812.48398758878,9146902.4702604674,53.69
16,P.172,T1,612814.383546792,9146902.56658717,53.863
17,P.172,,612817.34374315292,9146902.7166988123,53.917
0,P.173,,612783.59405905509,9146950.0751891527,54.2
1,P.173,,612784.63689282746,9146950.1245219335,54.033
2,P.173,,612785.4959321419,9146950.1651600469,53.174
3,P.173,,612786.36995470012,9146950.2065069657,53.145
4,P.173,,612787.00724200543,9146950.2366547752,53.135
5,P.173,,612787.92221876362,9146950.2799390927,54.052
6,P.173,,612788.53153734712,9146950.3087638,54.175
7,P.173,J,612789.42753532971,9146950.3511502985,54.203
8,P.173,J,612792.71685679746,9146950.5067564715,54.151
9,P.173,,612793.483,9146950.543,54.184
10,P.173,T1,612793.95247497421,9146950.5652092,54.121
11,P.173,L,612794.91939364432,9146950.6109507065,53.702
12,P.173,D1L,612797.6623261529,9146950.74070915,52.855
13,P.173,,612799.70803838072,9146950.8374845646,51.553
14,P.173,D1L,612806.93795298261,9146951.1795062721,52.379
15,P.173,L,612809.83970787609,9146951.3167780414,53.721
16,P.173,T1,612811.738584314,9146951.4066071752,53.894
17,P.173,,612814.70027218293,9146951.54671416,53.948
0,P.174,,612781.63110380806,9146998.66081408,54.105
1,P.174,,612782.672772861,9146998.7305391412,53.938
2,P.174,,612783.53185049945,9146998.78804228,53.079
3,P.174,,612784.40389911283,9146998.846413644,53.05
4,P.174,,612785.04047464521,9146998.8890234027,53.04
5,P.174,,612785.95442948479,9146998.9501997959,53.957
6,P.174,,612786.563067533,9146998.9909395352,54.08
7,P.174,J,612787.458064794,9146999.0508469865,54.108
8,P.174,J,612790.74271471961,9146999.2707080022,54.056
9,P.174,,612791.509,9146999.322,54.088
10,P.174,T1,612791.97894839454,9146999.35345642,54.026
11,P.174,L,612792.943789366,9146999.4180389252,53.607
12,P.174,D1L,612795.68266058282,9146999.60136775,52.76
13,P.174,,612797.7270857644,9146999.7382131983,51.458
14,P.174,D1L,612804.94892542472,9147000.221613571,52.284
15,P.174,L,612807.8464416411,9147000.4155614413,53.626
16,P.174,T1,612809.74419503065,9147000.54258928,53.799
17,P.174,,612812.70257505181,9147000.7406111248,53.853
0,P.175,,612776.31632802414,9147046.5250874814,54.011
1,P.175,,612777.19050804793,9147046.6495795958,53.87
2,P.175,,612778.0607280262,9147046.7735077571,52.906
3,P.175,,612778.84382700548,9147046.8850290049,52.933
4,P.175,,612779.33091259061,9147046.9543949384,52.961
5,P.175,,612780.45952553174,9147047.1151208822,53.811
6,P.175,,612781.84257139033,9147047.3120806571,54.032
7,P.175,J,612783.20779704454,9147047.5065026544,53.946
8,P.175,J,612785.57491418684,9147047.8436041735,53.94
9,P.175,,612786.954,9147048.04,54.006
10,P.175,T1,612787.51137639116,9147048.1193760578,54.018
11,P.175,L,612788.090533032,9147048.2018538453,53.782
12,P.175,D1L,612791.30806992552,9147048.6600637734,52.154
13,P.175,,612793.84744904307,9147049.0216971468,51.435
14,P.175,D1L,612799.77860705217,9147049.86635428,52.288
15,P.175,L,612802.82883202727,9147050.3007372916,53.641
16,P.175,T1,612803.80201318616,9147050.4393281713,53.626
17,P.175,,612806.39584292809,9147050.8087158669,53.573
18,P.175,,612809.51239866379,9147051.2525450531,53.255
0,P.176,,612767.13257221109,9147094.294553332,54.022
1,P.176,,612767.99777479249,9147094.4709435049,53.881
2,P.176,,612768.85905799642,9147094.64653463,52.917
3,P.176,,612769.6341148956,9147094.8045466635,52.944
4,P.176,,612770.11717817152,9147094.9030295126,52.971
5,P.176,,612771.23420075688,9147095.1307586133,53.822
6,P.176,,612772.60206350172,9147095.4096268825,54.043
7,P.176,J,612773.95326889213,9147095.685099192,53.957
8,P.176,J,612776.29705663258,9147096.162930781,53.951
9,P.176,,612777.661,9147096.441,54.017
10,P.176,T1,612778.212652382,9147096.5534662139,54.029
11,P.176,L,612778.78586134023,9147096.6703272,53.793
12,P.176,D1L,612781.97133539722,9147097.3197546657,52.165
13,P.176,,612784.48463621421,9147097.8321451452,51.446
14,P.176,D1L,612790.35488385346,9147099.0289215036,52.299
15,P.176,L,612793.37280452251,9147099.6441896036,53.652
16,P.176,T1,612794.33599154127,9147099.8405560143,53.637
17,P.176,,612796.90318379877,9147100.3639334235,53.584
18,P.176,,612799.9877338853,9147100.9927853644,53.266
0,P.177,,612756.89151476265,9147141.7480044272,54.063
1,P.177,,612757.75515151932,9147141.9366510622,53.922
2,P.177,,612758.61292648793,9147142.1240172889,52.958
3,P.177,,612759.38570553146,9147142.292817615,52.985
4,P.177,,612759.86734910728,9147142.3980243914,53.012
5,P.177,,612760.98011185136,9147142.6410883237,53.863
6,P.177,,612762.34590844158,9147142.9394231588,54.084
7,P.177,J,612763.69314270327,9147143.233703373,53.998
8,P.177,J,612766.02906519768,9147143.74394557,53.992
9,P.177,,612767.389,9147144.041,54.058
10,P.177,T1,612767.93903110176,9147144.1611448582,54.07
11,P.177,L,612768.51153239061,9147144.2861979436,53.834
12,P.177,D1L,612771.68666752521,9147144.9797517471,52.206
13,P.177,,612774.19258186989,9147145.5271257479,51.487
14,P.177,D1L,612780.044600164,9147146.8053987566,52.34
15,P.177,L,612783.05462827173,9147147.46288776,53.693
16,P.177,T1,612784.01498452935,9147147.67266111,53.678
17,P.177,,612786.57560889481,9147148.2319855783,53.625
18,P.177,,612789.65011666971,9147148.9035590589,53.307
0,P.178,,612746.33514975046,9147189.4945682567,53.978
1,P.178,,612747.198818429,9147189.68306869,53.837
2,P.178,,612748.0576021038,9147189.870502945,52.873
3,P.178,,612748.83040971111,9147190.0391724519,52.9
4,P.178,,612749.310117088,9147190.1438712217,52.927
5,P.178,,612750.42389796325,9147190.3869600166,53.778
6,P.178,,612751.7897450364,9147190.6850636434,53.999
7,P.178,J,612753.13702909509,9147190.97911579,53.913
8,P.178,J,612755.47303793067,9147191.4889625516,53.907
9,P.178,,612756.834,9147191.786,53.973
10,P.178,T1,612757.38405143225,9147191.9060517475,53.985
11,P.178,L,612757.95559688134,9147192.030794682,53.749
12,P.178,D1L,612761.13084937632,9147192.723810982,52.12
13,P.178,,612763.63685634546,9147193.27076077,51.402
14,P.178,D1L,612769.489090944,9147194.54804312,52.255
15,P.178,L,612772.50020731,9147195.20523581,53.608
16,P.178,T1,612773.45962206391,9147195.41463335,53.593
17,P.178,,612776.020341076,9147195.9735243432,53.54
18,P.178,,612779.09496249189,9147196.6445773579,53.222
0,P.179,,612736.00226120662,9147237.4601443652,54.022
1,P.179,,612736.8658457906,9147237.6442928556,53.881
2,P.179,,612737.72551832662,9147237.8276071511,52.917
3,P.179,,612738.49912580778,9147237.9925691616,52.944
4,P.179,,612738.98128571711,9147238.0953836646,52.971
5,P.179,,612740.09621938155,9147238.3331291657,53.822
6,P.179,,612741.46152411448,9147238.624263132,54.043
7,P.179,J,612742.81020264362,9147238.9118517712,53.957
8,P.179,J,612745.14862930309,9147239.4104916789,53.951
9,P.179,,612746.511,9147239.701,54.017
10,P.179,T1,612747.06162074837,9147239.81841291,54.028
11,P.179,L,612747.6337577604,9147239.94041389,53.793
12,P.179,D1L,612750.813274728,9147240.61840567,52.164
13,P.179,,612753.320897461,9147241.1531245019,51.446
14,P.179,D1L,612759.18016727141,9147242.4025396816,52.299
15,P.179,L,612762.19342220132,9147243.0450781826,53.652
16,P.179,T1,612763.1548079839,9147243.250081541,53.637
17,P.179,,612765.71817740018,9147243.7966876477,53.584
18,P.179,,612768.79500310926,9147244.4527818151,53.266
0,P.180,,612725.86935170076,9147285.4712571837,53.959
1,P.180,,612726.73374413478,9147285.6564104185,53.819
2,P.180,,612727.59226965194,9147285.8403069545,52.855
3,P.180,,612728.36670269235,9147286.0061908476,52.881
4,P.180,,612728.84876770375,9147286.109449381,52.909
5,P.180,,612729.96250410913,9147286.3480122015,53.76
6,P.180,,612731.32851794444,9147286.640612958,53.98
7,P.180,J,612732.67693102884,9147286.9294436239,53.895
8,P.180,J,612735.01489744266,9147287.4302370418,53.889
9,P.180,,612736.377,9147287.722,53.954
10,P.180,T1,612736.927512376,9147287.8399199881,53.966
11,P.180,L,612737.49953678087,9147287.9624478631,53.73
12,P.180,D1L,612740.6774501414,9147288.6431582812,52.102
13,P.180,,612743.18555714749,9147289.1803958882,51.383
14,P.180,D1L,612749.04269592592,9147290.43499755,52.236
15,P.180,L,612752.05633561127,9147291.0805204753,53.589
16,P.180,T1,612753.01655435585,9147291.2861997467,53.575
17,P.180,,612755.57941925374,9147291.8351665176,53.522
18,P.180,,612758.65661720617,9147292.4943036512,53.203
0,P.181,,612715.90102944651,9147333.6363390367,53.591
1,P.181,,612716.59035464551,9147333.7841760088,53.602
2,P.181,,612717.33052368893,9147333.9429172669,52.911
3,P.181,,612718.11273668054,9147334.1106755324,52.86
4,P.181,,612719.012281621,9147334.3035975378,52.86
5,P.181,,612719.83164972975,9147334.47932432,53.661
6,P.181,,612720.44275362953,9147334.6103854664,53.966
7,P.181,J,612722.15286678262,9147334.9771469738,53.829
8,P.181,J,612724.87301246123,9147335.5605263412,53.868
9,P.181,,612725.929,9147335.787,53.868
10,P.181,T1,612726.42766078224,9147335.8939458951,53.844
11,P.181,L,612726.89992187591,9147335.9952299483,53.495
12,P.181,D1L,612729.77455462038,9147336.6117415726,51.879
13,P.181,,612731.617643982,9147337.0070219859,51.23
14,P.181,D1L,612738.02592391649,9147338.3813815769,52.022
15,P.181,L,612741.0022443498,9147339.019701777,53.438
16,P.181,T1,612741.9448110048,9147339.2218504865,53.908
17,P.181,,612744.48602546158,9147339.76685515,53.849
