Id,Name,Description,X,Y,Z
7,P.327,D1L,611745.23578198417,9154209.5655032322,47.54
8,P.327,L,611747.37899557536,9154209.060093,49.15
9,P.327,T1,611748.22771594382,9154208.8599487115,49.332
0,P.328,,611739.49179486325,9154262.558890231,47.49
1,P.328,,611740.986836126,9154262.20221023,48.46
2,P.328,,611742.71824370418,9154261.7891390529,49.362
3,P.328,,611746.005,9154261.005,49.509
4,P.328,T1,611746.5390127867,9154260.87759771,49.314
5,P.328,L,611746.96894657868,9154260.7750261035,49.113
6,P.328,D1L,611748.89489433414,9154260.3155424334,47.705
7,P.328,,611751.91804868972,9154259.59429231,47.396
8,P.328,D1L,611756.71249135991,9154258.4504564442,47.639
9,P.328,L,611758.80866177054,9154257.9503618442,49.099
10,P.328,T1,611759.69479227823,9154257.7389529441,49.33
11,P.328,R,611761.77150867111,9154257.2434995919,48.953
0,P.329,,611751.62523376022,9154310.3422392588,48.048
1,P.329,,611753.76188875083,9154309.8483218048,49.024
2,P.329,,611757.436,9154308.999,49.341
3,P.329,T1,611757.88418116537,9154308.8953967039,49.199
4,P.329,L,611758.29826158984,9154308.7996762674,49.082
5,P.329,D1L,611760.35404910927,9154308.32445245,47.674
6,P.329,,611763.74658566981,9154307.5402205437,47.36
7,P.329,D1L,611767.70032299391,9154306.62625929,47.447
8,P.329,T1L,611769.74929036514,9154306.1526120454,49.041
0,P.330,,611762.09113312652,9154358.1671631541,47.453
1,P.330,,611764.63038583414,9154357.5811327044,49.008
2,P.330,,611768.145,9154356.77,49.499
3,P.330,T1,611768.66727147019,9154356.6494657248,49.269
4,P.330,L,611769.28600726044,9154356.50666859,48.966
5,P.330,D1L,611771.044775924,9154356.1007649209,47.574
6,P.330,,611774.32261403149,9154355.34427742,47.383
7,P.330,D1L,611779.01428777946,9154354.2614928409,47.522
8,P.330,T1L,611781.0488079841,9154353.7919488735,49.071
0,P.331,,611770.81195900484,9154410.396342162,47.1
1,P.331,,611772.69833176164,9154409.9563798662,47.357
2,P.331,,611776.39024664089,9154409.095307555,49.063
3,P.331,,611780.349,9154408.172,49.285
4,P.331,T1,611780.82229744957,9154408.0616119374,49.138
5,P.331,L,611781.233267663,9154407.9657605756,48.998
6,P.331,D1L,611783.25792897516,9154407.4935449772,47.601
7,P.331,,611786.00714440749,9154406.8523402475,47.334
8,P.331,D1L,611790.88327677385,9154405.7150706463,47.436
9,P.331,L,611792.91085967515,9154405.24217364,49.097
10,P.331,T1,611795.60164332367,9154404.6145970654,48.627
0,P.332,,611783.77396712056,9154457.85902744,47.669
1,P.332,,611788.04825419665,9154456.8665487282,48.897
2,P.332,,611791.328,9154456.105,49.288
3,P.332,T1,611791.8890732351,9154455.9747202061,48.958
4,P.332,L,611792.53684007784,9154455.8243103735,48.674
5,P.332,D1L,611794.205448501,9154455.4368636943,47.494
6,P.332,,611797.35077050852,9154454.7065278329,47.479
7,P.332,D1L,611802.12086709274,9154453.5989234019,47.396
8,P.332,L,611804.183006049,9154453.1200999226,48.97
9,P.332,T1,611806.61529748677,9154452.5553279668,48.735
0,P.333,,611795.68928066257,9154505.7147074919,47.774
1,P.333,,611799.58173744834,9154504.8242979385,48.915
2,P.333,,611802.63,9154504.127,49.549
3,P.333,T1,611803.1749244536,9154504.0023471229,49.303
4,P.333,L,611803.65648559865,9154503.8921887651,49.011
5,P.333,D1L,611805.5934532003,9154503.44910242,47.639
6,P.333,,611808.66608625522,9154502.7462296654,47.399
7,P.333,D1L,611813.4222336777,9154501.6582486462,47.603
8,P.333,L,611815.44498545083,9154501.19553895,49.066
9,P.333,T1,611818.36164728482,9154500.5283450149,48.848
0,P.334,,611804.66145328223,9154554.0923142452,48.904
1,P.334,,611808.589418537,9154553.182307126,49.05
2,P.334,,611813.287,9154552.094,49.336
3,P.334,T1,611813.90951235068,9154551.9497801214,49.207
4,P.334,L,611814.54956026049,9154551.8014977127,49.007
5,P.334,D1L,611816.6538273613,9154551.3139939,47.528
6,P.334,,611819.786847267,9154550.5881548859,47.487
7,P.334,D1L,611824.451306007,9154549.5075214319,47.603
8,P.334,L,611826.58187644661,9154549.013923822,49.041
9,P.334,T1,611830.14549174963,9154548.1883270852,49.068
0,P.335,,611817.66302462516,9154601.6059412714,48.41
1,P.335,,611820.09081398556,9154601.0264114439,48.729
2,P.335,T1,611824.818,9154599.898,49.289
3,P.335,L,611825.7585738427,9154599.6734786276,49.148
4,P.335,D1L,611827.96653932682,9154599.1464222539,47.597
5,P.335,,611830.94097036216,9154598.4364053421,47.551
6,P.335,D1L,611835.60104200721,9154597.3240145557,47.77
7,P.335,L,611837.42577471561,9154596.88843845,49.364
8,P.335,T1,611840.64045573981,9154596.1210722327,49.363
0,P.336,,611829.89823099994,9154649.4992608223,46.844
1,P.336,,611832.39035373763,9154648.91366347,48.68
2,P.336,T1,611836.185,9154648.022,49.109
3,P.336,L,611836.76909126667,9154647.88475062,48.93
4,P.336,D1L,611838.90102439,9154647.383790385,47.334
5,P.336,,611841.748469315,9154646.71469966,47.352
6,P.336,D1L,611846.42509338993,9154645.6157896258,47.429
7,P.336,L,611848.70889024262,9154645.07914455,48.966
8,P.336,T1,611850.03575090342,9154644.7673597112,49.08
9,P.336,,611851.99245664664,9154644.3075742889,49.159
0,P.337,,611840.98669537285,9154697.3186518028,46.895
1,P.337,,611843.72548148059,9154696.7609102335,48.411
2,P.337,T1,611847.403,9154696.012,49.109
3,P.337,L,611847.89686339837,9154695.9114269223,49.021
4,P.337,D1L,611849.85075946222,9154695.51352471,47.457
5,P.337,,611853.24411055027,9154694.8224839047,47.396
6,P.337,D1L,611857.61930910859,9154693.9314942453,47.518
7,P.337,L,611859.84757372714,9154693.4777181,49.096
8,P.337,T1,611860.32477903459,9154693.3805373684,49.166
9,P.337,,611863.05180648994,9154692.825190397,48.702
0,P.338,,611852.86737119779,9154744.9678387,49.075
1,P.338,T1,611855.879,9154744.757,49.152
2,P.338,L,611856.35982314753,9154744.7233384382,49.105
3,P.338,D1L,611858.298079114,9154744.5876446329,47.633
4,P.338,,611862.21948117472,9154744.3131143469,47.38
5,P.338,D1L,611866.03514204535,9154744.04598681,47.337
6,P.338,L,611868.28663134866,9154743.8883641064,49.08
7,P.338,T1,611869.34504080843,9154743.8142667674,49.206
0,P.339,,611849.10434476275,9154793.67072098,48.306
1,P.339,,611850.91482727812,9154793.74486315,49.085
2,P.339,,611854.288,9154793.883,49.047
3,P.339,T1,611854.86151929561,9154793.9064865373,48.992
4,P.339,L,611855.29515583627,9154793.9242446516,48.863
5,P.339,D1L,611856.94277485833,9154793.9917173,47.553
6,P.339,,611860.23701373977,9154794.12662168,47.342
7,P.339,D1L,611864.8171748051,9154794.3141866419,47.516
8,P.339,L,611867.03931228537,9154794.4051867463,48.873
9,P.339,T1,611868.13839107507,9154794.4501957912,49.208
10,P.339,,611871.48958222114,9154794.587432459,48.045
0,P.340,,611846.24201983446,9154842.738475224,47.903
1,P.340,,611848.12467226,9154842.8097201847,48.727
2,P.340,T1,611851.858,9154842.951,49.083
3,P.340,L,611853.22202365228,9154843.00261856,48.871
4,P.340,D1L,611855.04671756376,9154843.0716702063,47.491
5,P.340,,611858.19046731479,9154843.1906387,47.238
6,P.340,D1L,611862.66126718326,9154843.3598265722,47.488
7,P.340,L,611864.79374079057,9154843.4405254815,49.017
8,P.340,T1,611865.652126371,9154843.4730092511,49.215
9,P.340,,611867.53577808139,9154843.5442920271,48.61
10,P.340,,611870.16689476755,9154843.6438610181,47.825
0,P.341,,611845.44758386957,9154892.9527933169,47.934
1,P.341,,611846.88744850806,9154892.7733753044,48.711
2,P.341,,611849.70168428659,9154892.4227002673,49.04
3,P.341,T1,611850.566,9154892.315,49.116
4,P.341,L,611850.866674697,9154892.2775336616,48.865
5,P.341,D1L,611852.69751567428,9154892.0493970439,47.526
6,P.341,,611856.17363271676,9154891.6162466,47.271
7,P.341,D1L,611860.57558966812,9154891.0677295085,47.467
8,P.341,L,611862.63168858667,9154890.81152405,48.96
9,P.341,T1,611863.22410704929,9154890.7377042342,49.203
10,P.341,,611865.6910288214,9154890.4303071462,48.365
11,P.341,,611868.07062592893,9154890.13379137,47.734
0,P.342,,611858.84441508248,9154941.0824011918,47.514
1,P.342,,611860.30294546136,9154940.4319412522,48.584
2,P.342,,611863.673,9154938.929,49.223
3,P.342,T1,611864.02096498071,9154938.77381826,49.129
4,P.342,L,611864.301346212,9154938.6487768069,48.944
5,P.342,D1L,611866.21835013514,9154937.7938516885,47.385
6,P.342,,611868.72716851381,9154936.6749954224,47.124
7,P.342,D1L,611873.60872447828,9154934.4979707636,47.648
8,P.342,L,611875.32937021006,9154933.7306153923,48.888
9,P.342,T1,611875.93305748655,9154933.4613893311,49.288
10,P.342,,611878.16971427924,9154932.4639088083,48.815
11,P.342,,611880.72693723533,9154931.323465582,48.079
0,P.343,,611885.60640118143,9154983.66269761,47.818
1,P.343,,611887.09211738233,9154982.7266509384,48.795
2,P.343,,611890.193,9154980.773,49.17
3,P.343,T1,611890.58981144545,9154980.5229966473,49.097
4,P.343,L,611890.76410389272,9154980.4131870717,48.925
5,P.343,D1L,611892.74393072084,9154979.1658355854,47.215
6,P.343,,611894.84305480658,9154977.8433231749,47.239
7,P.343,D1L,611899.48464881477,9154974.9189769123,47.545
8,P.343,L,611901.14634962264,9154973.8720545545,48.926
9,P.343,T1,611901.66330440564,9154973.5463572219,49.219
10,P.343,,611903.69220386446,9154972.2680884767,48.933
0,P.344,,611911.61196378607,9155025.0833548363,47.418
1,P.344,,611913.28314226388,9155024.2992129531,48.926
2,P.344,,611916.506,9155022.787,49.277
3,P.344,T1,611916.89075127477,9155022.60646896,49.163
4,P.344,L,611917.19221521472,9155022.46501758,48.992
5,P.344,D1L,611919.30427338835,9155021.47400836,47.416
6,P.344,,611922.2691214463,9155020.082857402,47.371
7,P.344,D1L,611926.47694244562,9155018.1084849853,47.559
8,P.344,L,611928.21239701868,9155017.2941837981,48.956
9,P.344,T1,611928.90585461026,9155016.968803145,49.117
10,P.344,R,611930.47835570236,9155016.2309621628,49.158
0,P.345,,611925.22176817607,9155071.0553474035,47.622
1,P.345,,611928.54394075833,9155070.1704669967,49.164
2,P.345,,611931.812,9155069.3,49.289
3,P.345,T1,611932.0468132454,9155069.2374560982,49.176
4,P.345,L,611932.53673223872,9155069.106963262,48.914
5,P.345,D1L,611934.68677121354,9155068.5342876073,47.583
6,P.345,,611937.55284564022,9155067.7708916534,47.331
7,P.345,D1L,611942.39695592376,9155066.4806340989,47.398
8,P.345,L,611944.59627669083,9155065.8948319443,48.931
9,P.345,T1,611946.31437525142,9155065.4372061845,49.024
0,P.346,,611936.42487854452,9155118.5690257028,47.822
1,P.346,,611937.85186708043,9155118.269914154,48.85
2,P.346,,611941.711,9155117.461,49.401
3,P.346,T1,611942.13968379889,9155117.3711434435,49.165
4,P.346,L,611942.53606950329,9155117.2880569026,48.924
5,P.346,D1L,611944.66187135491,9155116.84246686,47.385
6,P.346,,611947.4982312842,9155116.2479364965,47.294
7,P.346,D1L,611952.79805496149,9155115.1370386649,47.469
8,P.346,L,611954.99432538287,9155114.6766776815,48.96
9,P.346,T1,611955.22628442477,9155114.6280566677,49.114
10,P.346,,611957.47344881319,9155114.157027781,49.197
0,P.347,,611947.33006676228,9155169.7592778243,48.931
1,P.347,J,611949.80880257825,9155169.2047791742,49.338
2,P.347,J,611952.0796759025,9155168.6967798173,49.328
3,P.347,,611952.633,9155168.573,49.157
4,P.347,T1,611952.95504048,9155168.5009588376,49.163
5,P.347,L,611953.51129221823,9155168.3765241,48.995
6,P.347,D1L,611955.333260631,9155167.96894576,47.556
7,P.347,,611958.76347968343,9155167.2015982177,47.473
8,P.347,D1L,611963.21446946939,9155166.2059020158,47.508
9,P.347,L,611965.5029086381,9155165.6939731427,49.061
10,P.347,T1,611967.26632423629,9155165.2994931974,48.82
0,P.348,,611957.1206942416,9155211.5988908261,48.648
1,P.348,J,611959.60852438794,9155211.0720605273,49.258
2,P.348,J,611961.62383311824,9155210.6452927664,49.265
3,P.348,,611962.428,9155210.475,49.209
4,P.348,T1,611962.73323122517,9155210.41036333,49.13
5,P.348,L,611963.13140144513,9155210.3260456212,48.916
6,P.348,D1L,611964.994094563,9155209.9315961953,47.548
7,P.348,,611967.6413884582,9155209.37099738,47.375
8,P.348,D1L,611972.56030704861,9155208.3293525744,47.291
9,P.348,L,611974.85736767913,9155207.8429201953,48.943
10,P.348,T1,611978.39785423013,9155207.0931762513,48.821
0,P.349,,611966.47442615929,9155262.6231755372,48.7
1,P.349,J,611969.541112746,9155262.2968484331,49.242
2,P.349,J,611971.73273960629,9155262.0636367146,49.227
3,P.349,,611972.218,9155262.012,49.155
4,P.349,T1,611972.88224988326,9155261.9413169567,48.95
5,P.349,L,611973.91243383393,9155261.831694752,48.774
6,P.349,D1L,611975.98373998178,9155261.6112864,47.424
7,P.349,,611978.55721108627,9155261.3374425136,47.256
8,P.349,D1L,611982.698828996,9155260.8967316225,47.253
9,P.349,T1L,611985.15297377424,9155260.6355852876,48.93
10,P.349,,611987.28593185742,9155260.4086165335,48.968
0,P.350,,611966.48553226725,9155311.162669329,47.654
1,P.350,,611969.09695432032,9155311.1077251732,48.264
2,P.350,J,611970.61461843853,9155311.0757936146,49.143
3,P.350,J,611972.98309425928,9155311.02596103,49.194
4,P.350,T1,611973.409,9155311.017,48.956
5,P.350,L,611974.13184002461,9155311.0017914921,48.879
6,P.350,D1L,611976.26036894927,9155310.9570073765,47.572
7,P.350,,611979.93955469027,9155310.87959754,47.256
8,P.350,D1L,611984.40956540988,9155310.7855487932,47.331
9,P.350,T1L,611986.7720425583,9155310.7358424217,48.927
0,P.351,,611968.0172536046,9155359.7452439032,47.271
1,P.351,,611969.9488665238,9155359.70657182,47.962
2,P.351,J,611971.835488459,9155359.6688004844,49.178
3,P.351,J,611973.69011680549,9155359.63166968,49.169
4,P.351,T1,611974.273,9155359.62,49.124
5,P.351,L,611974.94886456185,9155359.6064687744,48.842
6,P.351,D1L,611977.05644221918,9155359.564273769,47.528
7,P.351,,611980.57873637788,9155359.4937552661,47.285
8,P.351,D1L,611985.48675284837,9155359.3954937477,47.326
9,P.351,L,611987.664316481,9155359.3518975787,48.851
10,P.351,T1,611989.92086428578,9155359.3067201,48.197
0,P.352,,611969.14915551909,9155385.1789164245,47.921
1,P.352,,611971.24909816217,9155385.1944372375,48.448
2,P.352,J,611972.44306555076,9155385.2032619286,49.23
3,P.352,J,611974.41601166257,9155385.2178441025,49.238
4,P.352,,611974.843,9155385.221,49.206
5,P.352,T1,611975.15899136919,9155385.2233355138,49.028
6,P.352,L,611975.622978696,9155385.2267648745,48.883
7,P.352,D1L,611978.0099135004,9155385.2444068659,47.478
8,P.352,,611981.52381752315,9155385.2703783587,47.164
9,P.352,D1L,611985.788701034,9155385.30190039,47.181
10,P.352,L,611988.074638597,9155385.3187959045,48.885
11,P.352,T1,611989.15760901722,9155385.32680021,48.861
0,P.353,,611968.37633251294,9155412.83117989,49.342
1,P.353,J,611970.627195075,9155412.8063056841,49.366
2,P.353,J,611972.91105562239,9155412.7810668163,49.342
3,P.353,,611973.822,9155412.771,49.306
4,P.353,T1,611975.36090603436,9155412.7539936,49.229
5,P.353,L,611976.35284546646,9155412.74303171,48.781
6,P.353,D1L,611978.87869123812,9155412.7151186727,47.165
7,P.353,,611982.41847509868,9155412.6760006379,47.362
8,P.353,D1L,611986.62821805151,9155412.6294789072,47.367
9,P.353,L,611988.85808189586,9155412.6048367564,48.922
10,P.353,T1,611990.08600691857,9155412.5912669972,49.199
0,P.354,,611971.63618967985,9155460.2454188634,47.875
1,P.354,,611972.305627025,9155460.2179663386,48.299
2,P.354,J,611974.47180637426,9155460.1291348916,49.13
3,P.354,J,611976.21134431125,9155460.0577993039,49.187
4,P.354,,611976.621,9155460.041,49.171
5,P.354,T1,611976.95172203169,9155460.0274376329,49.099
6,P.354,L,611977.46129374218,9155460.0065409373,48.732
7,P.354,D1L,611980.109068316,9155459.8979600612,47.057
8,P.354,,611983.49722061015,9155459.7590175141,47.077
9,P.354,D1L,611987.15914280363,9155459.6088481154,47.115
10,P.354,L,611989.90783255931,9155459.4961288739,48.916
11,P.354,T1,611990.39242526423,9155459.4762565251,49.171
12,P.354,,611992.58158529864,9155459.3864826765,48.946
13,P.354,,611994.03336509329,9155459.3269475773,47.771
0,P.355,,611970.96430620656,9155509.186785195,48.181
1,P.355,,611972.9906164204,9155509.1339087617,48.626
2,P.355,,611975.21885789384,9155509.0757629443,49.168
3,P.355,,611977.06422970176,9155509.0276080873,49.288
4,P.355,T1,611977.739,9155509.01,49.352
5,P.355,L,611978.96258347388,9155508.9780706689,48.795
6,P.355,D1L,611981.34777152038,9155508.91582934,47.032
7,P.355,,611984.76460837829,9155508.8266672045,47.023
8,P.355,D1L,611988.64728665678,9155508.7253489662,47.185
9,P.355,L,611991.29638486437,9155508.65622092,48.944
10,P.355,T1,611991.93516741332,9155508.63955193,49.192
11,P.355,,611994.34834593139,9155508.5765801929,48.684
12,P.355,,611996.09974972752,9155508.5308774244,47.838
0,P.356,,611970.90744520864,9155568.65558962,47.903
1,P.356,,611971.32203672826,9155568.6371811479,49.005
2,P.356,J,611972.83854257606,9155568.569846062,47.933
3,P.356,J,611974.66674132517,9155568.4886713512,47.916
4,P.356,,611977.577873104,9155568.3594128266,47.733
5,P.356,T1,611979.479,9155568.275,48.045
6,P.356,D1,611981.2452597752,9155568.1965754721,47.935
7,P.356,,611983.278256745,9155568.1063074227,47.972
8,P.356,,611986.69988555158,9155567.9543820787,47.955
9,P.356,,611992.15051526506,9155567.7123661153,48.987
10,P.356,D1,611992.30636171577,9155567.7054463029,47.835
11,P.356,T1,611993.05162743537,9155567.6723554116,48.867
12,P.356,,611993.27940301725,9155567.66224184,48.609
13,P.356,,611994.18351223483,9155567.6220980641,47.811
14,P.356,,611997.28645502985,9155567.4843228478,47.435
15,P.356,,611997.92582508421,9155567.4559338782,47.539
16,P.356,,611998.59416659421,9155567.4262585342,47.359
17,P.356,,611999.373398848,9155567.3916594777,46.863
18,P.356,,612002.36944696214,9155567.2586305421,46.401
19,P.356,,612004.58726183826,9155567.160156304,46.238
20,P.356,,612006.24662693241,9155567.0864780582,47.294
21,P.356,,612006.89798517537,9155567.057556795,47.519
22,P.356,J,612007.20468299824,9155567.04393896,47.608
23,P.356,J,612009.37154807313,9155566.94772697,47.588
0,P.357,R,611971.44769938919,9155607.5424694251,47.936
1,P.357,J,611974.30973738793,9155607.41222545,47.994
2,P.357,J,611976.11387024168,9155607.3301240131,48.037
3,P.357,,611976.60136571934,9155607.3079393487,48.027
4,P.357,,611976.99695631186,9155607.28993704,47.742
5,P.357,,611978.20770327677,9155607.234839065,46.763
6,P.357,,611978.615281463,9155607.216291232,46.754
7,P.357,,611978.98090307123,9155607.1996527351,46.735
8,P.357,,611980.14969345822,9155607.1464640964,47.709
9,P.357,,611980.73408865172,9155607.1198697761,47.987
10,P.357,,611981.786,9155607.072,48.045
11,P.357,T1,611982.4243393651,9155607.04295082,47.979
12,P.357,L,611983.03570664453,9155607.01512907,47.788
13,P.357,D1L,611984.9317443833,9155606.9288452789,46.269
14,P.357,,611987.87170174136,9155606.7950553931,46.258
15,P.357,D1L,611990.47001267842,9155606.6768129561,46.326
16,P.357,L,611992.58282607025,9155606.5806642622,47.819
17,P.357,T1,611993.68068986107,9155606.53070331,48.707
18,P.357,,611999.119061542,9155606.2832170259,48.268
19,P.357,,612000.37176508491,9155606.226209715,47.912
20,P.357,,612001.48261543561,9155606.175657779,47.135
21,P.357,,612002.65939755167,9155606.122105455,47.122
22,P.357,,612004.35963792657,9155606.0447318964,47.075
23,P.357,,612006.49542753969,9155605.947537614,47.915
24,P.357,,612007.26962630032,9155605.9123058226,48.416
25,P.357,J,612007.95192017581,9155605.8812563866,48.498
26,P.357,J,612010.48629727983,9155605.7659234144,48.337
0,P.358,,611974.08483349043,9155655.6707003973,47.402
1,P.358,J,611975.32445286773,9155655.63997908,47.948
2,P.358,J,611977.21487241809,9155655.5931290686,47.95
3,P.358,,611977.55476805381,9155655.5847054813,47.802
4,P.358,,611978.1065986153,9155655.5710295383,47.724
5,P.358,,611979.08929687971,9155655.54667546,46.806
6,P.358,,611979.79707955651,9155655.529134579,46.769
7,P.358,,611980.62182631961,9155655.5086949915,46.76
8,P.358,,611981.79546595586,9155655.47960884,47.757
9,P.358,,611982.70418693486,9155655.4570881315,47.789
10,P.358,T1,611983.313,9155655.442,47.637
11,P.358,L,611984.39366818289,9155655.4152179472,47.67
12,P.358,D1L,611986.25309724885,9155655.3691359684,46.251
13,P.358,,611988.89228689088,9155655.30372929,46.265
14,P.358,D1L,611992.16328253807,9155655.2226646487,46.251
15,P.358,L,611993.91174567584,9155655.1793327238,47.626
16,P.358,T1,611995.10837825213,9155655.149676742,48.5
17,P.358,,612000.687665143,9155655.0114060324,48.34
18,P.358,,612001.28448189166,9155654.9966152031,47.776
19,P.358,,612002.26817984914,9155654.97223635,47.146
20,P.358,,612004.93636058946,9155654.90611119,47.124
21,P.358,,612007.12968713278,9155654.8517542761,46.878
22,P.358,,612008.129380179,9155654.8269790187,47.834
23,P.358,,612009.89483809867,9155654.7832259145,48.574
24,P.358,,612013.79164159275,9155654.6866519619,48.117
0,P.359,,611976.17439422791,9155704.5299654864,47.602
1,P.359,J,611977.11711274716,9155704.5069265328,47.893
2,P.359,,611978.70063993114,9155704.4682269525,47.879
3,P.359,,611979.30845844629,9155704.4533725679,47.634
4,P.359,,611980.448118162,9155704.425520597,46.612
5,P.359,,611981.26387459016,9155704.40558445,46.559
6,P.359,,611981.8636954932,9155704.39092552,46.587
7,P.359,,611983.21229282347,9155704.3579673544,47.612
8,P.359,,611983.59117969393,9155704.3487077951,47.815
9,P.359,,611984.193,9155704.334,47.841
10,P.359,T1,611985.08273433952,9155704.312255919,47.594
11,P.359,L,611985.79652121407,9155704.29481179,47.257
12,P.359,D1L,611987.85990512057,9155704.2443850655,45.73
13,P.359,,611990.216201568,9155704.186799895,45.773
14,P.359,D1L,611992.9353896617,9155704.1203460712,45.684
15,P.359,L,611995.06675327057,9155704.068258,47.353
16,P.359,T1,611997.82393002149,9155704.0008757766,48.626
17,P.359,,612001.8277345493,9155703.9030274078,48.455
18,P.359,,612002.49653485615,9155703.8866826985,47.728
19,P.359,,612003.567215168,9155703.8605165053,47.228
20,P.359,,612006.08546325937,9155703.7989734244,47.149
21,P.359,,612008.63770120172,9155703.7365996689,46.999
22,P.359,,612009.48844718258,9155703.7158084176,47.698
23,P.359,,612009.87633136648,9155703.706328975,48.173
24,P.359,J,612011.1099630238,9155703.67618044,48.41
25,P.359,J,612013.028390212,9155703.62929629,48.429
0,P.360,,611976.59249396448,9155753.0951743871,47.305
1,P.360,J,611978.07992276922,9155753.0539487787,48.014
2,P.360,J,611979.6703120356,9155753.0098695159,48.08
3,P.360,,611980.04516808514,9155752.9994799979,48.021
4,P.360,,611980.46400724456,9155752.987871442,47.817
5,P.360,,611981.71152817761,9155752.9532951266,46.792
6,P.360,,611982.58019459655,9155752.9292191491,46.647
7,P.360,,611983.34190208931,9155752.9081076477,46.768
8,P.360,,611984.47346755094,9155752.8767451551,47.765
9,P.360,,611984.93329097179,9155752.86400068,47.997
10,P.360,,611985.691,9155752.843,47.976
11,P.360,T1,611986.25878196314,9155752.8272633441,47.89
12,P.360,L,611987.0824656561,9155752.80443411,47.502
13,P.360,D1L,611989.3166077116,9155752.74251258,45.885
14,P.360,,611991.55174938322,9155752.6805633456,45.862
15,P.360,D1L,611994.05578779452,9155752.6111613642,45.818
16,P.360,L,611996.49085269263,9155752.5436710548,47.473
17,P.360,T1,611997.35452103079,9155752.519733604,48.177
18,P.360,,612003.1742861527,9155752.35843287,48.44
19,P.360,,612003.796047387,9155752.3412001226,47.786
20,P.360,,612004.97459480679,9155752.3085354771,47.374
21,P.360,,612007.130766804,9155752.2487749681,47.387
22,P.360,,612009.61181404418,9155752.18001021,47.408
23,P.360,,612010.660411367,9155752.1509472653,47.851
24,P.360,,612011.27717452054,9155752.1338530444,48.369
25,P.360,J,612012.1318463136,9155752.1101649422,48.548
26,P.360,J,612013.77921369951,9155752.064506473,48.536
27,P.360,,612015.31862254313,9155752.0218401849,48.055
0,P.361,R,611974.01632503467,9155802.8680038,47.88
1,P.361,,611977.31921720342,9155802.78245077,47.823
2,P.361,J,611979.21957979817,9155802.7332267035,48.025
3,P.361,J,611980.92900643521,9155802.6889483482,48.023
4,P.361,,611981.35986192082,9155802.6777881309,47.935
5,P.361,,611981.90467918233,9155802.6636760235,47.784
6,P.361,,611983.06129124027,9155802.633716926,46.768
7,P.361,,611983.8870142824,9155802.6123286691,46.662
8,P.361,,611984.63276414864,9155802.593011912,46.809
9,P.361,,611985.86834971781,9155802.5610072073,47.734
10,P.361,,611986.22622968047,9155802.5517372359,47.958
11,P.361,,611986.911,9155802.534,47.962
12,P.361,T1,611987.48980586126,9155802.519007504,47.801
13,P.361,L,611988.25454935676,9155802.4991987664,47.399
14,P.361,D1L,611990.60576073115,9155802.4382966086,45.873
15,P.361,,611992.589095496,9155802.38692336,45.84
16,P.361,D1L,611995.32217878581,9155802.31612978,45.868
17,P.361,L,611997.737368701,9155802.2535704188,47.463
18,P.361,T1,611998.79301462416,9155802.2262265943,48.481
19,P.361,,612004.20919796883,9155802.0859341212,48.68
20,P.361,,612005.06990927551,9155802.0636395812,47.854
21,P.361,,612006.13955050451,9155802.0359332431,47.522
22,P.361,,612008.65770588384,9155801.9707068242,47.467
23,P.361,,612010.80498565943,9155801.9150869958,47.525
24,P.361,,612011.8856232001,9155801.8870958257,47.852
25,P.361,,612012.31747835048,9155801.875909714,48.246
26,P.361,J,612013.47109141434,9155801.8460282981,48.455
27,P.361,J,612014.91660657048,9155801.8085859,48.439
28,P.361,,612016.42909926164,9155801.769408619,47.907
0,P.362,,611977.08622144221,9155851.89719931,47.788
1,P.362,J,611979.56050739333,9155851.837751586,48.024
2,P.362,J,611981.54493471177,9155851.790073311,48.042
3,P.362,,611982.61362630036,9155851.7643966973,48.146
4,P.362,,611983.08549012616,9155851.7530595958,47.787
5,P.362,,611984.24115661485,9155851.7252933048,46.874
6,P.362,,611985.24386724469,9155851.7012019642,46.753
7,P.362,,611985.90567625465,9155851.6853012,46.777
8,P.362,,611987.18130812282,9155851.6546525937,47.771
9,P.362,,611987.53120714624,9155851.6462458465,47.903
10,P.362,,611988.249,9155851.629,47.902
11,P.362,T1,611988.92280554783,9155851.6128110047,47.857
12,P.362,L,611989.50863648416,9155851.598735705,47.404
13,P.362,D1L,611991.77198330977,9155851.5443560481,45.842
14,P.362,,611994.123304747,9155851.487862695,45.82
15,P.362,D1L,611996.59659098671,9155851.4284389913,45.84
16,P.362,L,611999.00289655617,9155851.3706245776,47.405
17,P.362,T1,612000.04159679986,9155851.3456685431,48.363
18,P.362,,612005.38705416583,9155851.217237439,48.571
19,P.362,,612006.3267829715,9155851.1946593132,47.72
20,P.362,,612007.25751437375,9155851.17229736,47.437
21,P.362,,612009.588841581,9155851.1162843928,47.333
22,P.362,,612012.08212205057,9155851.0563803017,47.349
23,P.362,,612013.11182489083,9155851.0316404421,47.792
24,P.362,,612013.54569967987,9155851.0212160721,48.242
25,P.362,J,612014.7403549169,9155850.9925130289,48.63
26,P.362,J,612016.15694610588,9155850.9584777057,48.666
0,P.363,J,611980.88724768092,9155901.1654710732,48.1
1,P.363,J,611982.7801918044,9155901.1509264726,48.123
2,P.363,,611984.04715440585,9155901.1411916558,48.245
3,P.363,,611984.69813519,9155901.1361897886,47.785
4,P.363,,611985.59710865375,9155901.1292824484,46.772
5,P.363,,611986.45708326879,9155901.1226747576,46.789
